timestamp,edges,test_ratio,seeds,common_neighbors_roc_auc_mean,common_neighbors_roc_auc_std,common_neighbors_average_precision_mean,common_neighbors_average_precision_std,jaccard_roc_auc_mean,jaccard_roc_auc_std,jaccard_average_precision_mean,jaccard_average_precision_std,adamic_adar_roc_auc_mean,adamic_adar_roc_auc_std,adamic_adar_average_precision_mean,adamic_adar_average_precision_std
2026-02-17T13:04:06.948377Z,artifacts/edges_2012_2019_cap5000_even30.parquet,0.3,1;2,0.918405454684028,0.0005774789088288,0.943298568241436,0.0026629495480736,0.9224712579659844,0.002204386494615,0.94808094479185,0.0006113655316994,0.9198916567488816,0.003605578973905,0.9465200194205576,0.0048989603582216
2026-02-17T13:02:41.333808Z,artifacts/edges_2012_2019_cap5000_rand30.parquet,0.3,1;2;3;4;5,0.9143538076606108,0.0168167364269729,0.9401788076546168,0.0117153053104887,0.9173889478725062,0.0152588655564637,0.9435664385934566,0.0076604694833323,0.9180809123239464,0.0160642609036787,0.94551320726838,0.0106540557972152
