heuristic,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
common_neighbors,0.9136419865274462,0.005816050410694334,0.9387755658533263,0.006504539270356105
jaccard,0.917171350010846,0.005539759351114351,0.9448036801234074,0.003815328858481924
adamic_adar,0.9157889182676806,0.005601425936963595,0.9436869960715144,0.005254460222646463
