src,dst,score
725000896,740337000,7.571101824442546
441298000,725001900,7.565490325291951
512008000,440502000,7.557561079661052
701068000,441864000,7.541179458300273
416659000,432443000,7.539499044418335
701068000,740354000,7.529986540476481
740354000,701068000,7.529986540476481
440683000,701000673,7.526554663976033
416018900,416046800,7.5225348472595215
740372000,725000896,7.51537291208903
416236800,416842000,7.51505692799886
701000947,416018900,7.51020606358846
725000896,740354000,7.510061025619507
