src,dst,score,overlap_days,days_within_km,mean_distance_km,files_used,score_z,overlap_days_z,close_hit,combined_score
250002378,412449921,15.268539428710938,638,0,9728.85754913381,2922,0.6332681186085287,0.22736577997944574,0,0.7469510085982516
440105310,238988810,15.152587890625,1162,0,8926.9071598952,2922,0.22767606753735206,1.0353662459626916,0,0.7453591905186978
412287252,431700348,15.197598457336426,924,0,2079.042172803072,2922,0.3851205341974909,0.6683736679015989,0,0.7193073681482904
412334569,412457054,15.278046607971191,464,0,1481.6997737036718,2922,0.6665237045172713,-0.040939718266899204,0,0.6460538453838217
412328726,251581340,15.24135398864746,473,0,14314.976429380484,2922,0.5381749566148806,-0.027061847667950327,0,0.5246440327809054
412410322,235103397,14.884960174560549,2057,0,9402.45460527096,2922,-0.7084708441286682,2.415443377747052,0,0.4992508447448578
200034921,440120830,15.224639892578123,417,0,723.1332783714975,2922,0.4797099753091706,-0.11341304250585445,0,0.42300345405624334
922564322,412436139,15.259869575500488,169,0,233.88508925934553,2922,0.6029414527948684,-0.49582547678800126,0,0.3550287144008678
224137980,412214311,15.182621955871582,514,0,9076.979960595638,2922,0.33273356247405894,0.036159562838372336,0,0.3508133438932451
413772167,200012142,15.251157760620115,13,0,927.767174660178,2922,0.5724680073864599,-0.7363752338364484,0,0.20428039046823565
998512016,257006500,15.189069747924805,273,0,7075.754477947658,2922,0.35528758156614526,-0.33545897208903647,0,0.18755809552162703
900000104,413013474,15.194210052490234,191,0,714.610525297879,2922,0.37326808192206085,-0.4619017931016818,0,0.14231718537121996
412427363,412432384,15.182794570922852,193,0,263.459546421109,2922,0.3333373603524301,-0.45881782185747094,0,0.10392844942369464
235004768,900019302,15.209088325500488,64,0,9650.475571555413,2922,0.425311455957801,-0.6577339671090715,0,0.09644447240326526
412330962,247054080,15.065017700195312,676,0,8421.800389804637,2922,-0.07863960309003085,0.28596123361945214,0,0.06434101371969522
543345420,412460258,15.187041282653809,53,0,603.3568612811265,2922,0.3481921225203136,-0.6746958089522312,0,0.010844218044197995
412420857,412898896,15.197200775146484,0,0,,2922,0.3837294639473208,-0.7564210469238191,0,0.0055189404854112944
800050719,900200966,15.158855438232422,159,0,439.29979783321807,2922,0.24959960155202318,-0.5112453330090556,0,-0.006023064952504625
245159000,224186490,14.993240356445312,872,0,1873.1858940194832,2922,-0.3297127716962705,0.5881904155521166,0,-0.0356175639202122
440152550,800049974,14.902054786682127,1216,0,853.3453122445496,2922,-0.6486748387706496,1.1186334695563849,0,-0.08935810399245714
800051209,412160104,15.112689971923828,250,0,1818.5750047485324,2922,0.08811536013659418,-0.3709246413974614,0,-0.09734696056213651
259127000,263401250,14.852089881896973,1430,0,2993.574632972494,2922,-0.8234493053099996,1.448618392686947,0,-0.09914010896652614
228219900,926002068,15.084868431091309,333,0,9041.008662243828,2922,-0.0092028470773438,-0.24293983476271064,0,-0.13067276445869913
249000150,412322136,15.090287208557127,208,0,9013.732234603433,2922,0.009751736043672701,-0.43568803752588947,0,-0.20809228271927205
412477576,412366352,15.026439666748049,462,0,1480.8163047770463,2922,-0.21358342505616523,-0.04402368951111007,0,-0.23559526981172027
227301390,412213972,14.874412536621094,1103,0,8677.783149955923,2922,-0.7453658968070467,0.9443890942584712,0,-0.2731713496778111
247071010,412331589,14.952287673950195,695,0,8331.552459083872,2922,-0.4729629843648656,0.3152589604394553,0,-0.31533350414513794
800021236,227320070,15.003894805908203,420,0,9635.594628115468,2922,-0.2924440982312818,-0.10878708563953815,0,-0.34683764105105086
800036171,224005830,14.887773513793944,946,0,9621.653285196944,2922,-0.6986299394811943,0.7022973515879184,0,-0.34748126368723514
780678229,412322669,15.072501182556152,104,0,129.11725885409348,2922,-0.05246279672771736,-0.5960545422248543,0,-0.3504900678401445
413670066,412329737,15.091354370117188,14,0,1001.1514737942553,2922,0.013484608009962692,-0.734833248214343,0,-0.3539320160972088
900403696,800043359,15.079933166503906,22,0,1007.4309188550972,2922,-0.026466128958951077,-0.7224973632374996,0,-0.38771481057770085
108301290,412438845,15.082548141479492,9,0,301.3223198805712,2922,-0.017319091486609598,-0.7425431763248702,0,-0.3885906796490447
271072091,369519000,14.899520874023438,810,0,9762.281992343906,2922,-0.657538324753142,0.4925873069815798,0,-0.4112446712623521
412436149,412201652,14.983316421508787,379,0,1068.392187866599,2922,-0.3644261458527995,-0.1720084961458608,0,-0.45043039392572987
412364987,412472399,14.93313694000244,515,0,1439.405002177106,2922,-0.539951189865269,0.03770154846047776,0,-0.5211004156350302
413000179,235065442,14.880895614624023,720,0,8378.071710040414,2922,-0.7226884494193817,0.35380860099209105,0,-0.5457841489233362
247301090,412432592,14.883111953735352,690,0,9479.921361050145,2922,-0.7149358180970908,0.30754903232892816,0,-0.5611613019326267
412365879,258095070,15.020526885986328,35,0,6583.275645015044,2922,-0.23426600431529512,-0.702451550150129,0,-0.5854917793903596
247071970,412441347,14.94450569152832,361,0,9257.691984532195,2922,-0.5001839273897768,-0.19976423734375856,0,-0.600066046061656
238598010,412331602,14.93212890625,417,0,8403.78983976251,2922,-0.5434772360389554,-0.11341304250585445,0,-0.6001837572918826
247252280,859000000,14.843465805053713,733,0,8711.249311147225,2922,-0.8536158479293895,0.3738544140794617,0,-0.6666886408896586
412437805,412327483,14.96225929260254,182,0,762.8467313522123,2922,-0.4380828152143114,-0.4757796637006307,0,-0.6759726470646268
978925333,905108098,14.933841705322266,303,0,433.73351950562545,2922,-0.5374859598535705,-0.2891994034258736,0,-0.6820856615665073
412326152,412567230,14.986297607421877,51,0,900.4596099693194,2922,-0.3539981228263321,-0.6777797801964421,0,-0.6928880129245532
412324269,213432082,14.979647636413574,47,0,938.1804836569838,2922,-0.37725935269309147,-0.6839477226848638,0,-0.7192332140355233
412436755,412427824,14.970954895019531,83,0,234.06653966455045,2922,-0.4076660801038838,-0.6284362402890683,0,-0.7218842002484179
412322743,247143230,14.941540718078612,178,0,9082.14708407781,2922,-0.5105552401182694,-0.4819476061890524,0,-0.7515290432127956
271073074,367133080,14.886993408203123,378,0,8141.2961984768035,2922,-0.7013587055834465,-0.17355048176796625,0,-0.7881339464674296
412428937,440027420,14.88922882080078,332,0,776.9406236693568,2922,-0.6935393562635455,-0.24448182038481606,0,-0.8157802664559535
238622210,413001153,14.830281257629396,597,0,9132.814017085248,2922,-0.8997346637773548,0.16414436947312308,0,-0.8176624790407933
412480774,412214618,14.94459629058838,73,0,1892.871652919719,2922,-0.4998670169011227,-0.6438560965101227,0,-0.8217950651561841
412320152,224063280,14.849864959716797,502,0,10282.784585146526,2922,-0.831231959731215,0.017655735373107165,0,-0.8224040920446614
200005403,412341689,14.935640335083008,103,0,537.5175159843122,2922,-0.5311944526789403,-0.5975965278469597,0,-0.8299927166024201
900361019,412033504,14.936227798461914,82,0,764.400887901747,2922,-0.5291395383525499,-0.6299782259111737,0,-0.8441286513081367
412467837,412321053,14.922959327697754,106,0,1940.115625403176,2922,-0.5755519133899997,-0.5929705709806434,0,-0.8720371988803214
412451244,412436469,14.928500175476074,55,0,531.0195352823247,2922,-0.5561703350842724,-0.6716118377080204,0,-0.8919762539382825
211315220,412431564,14.873003959655762,288,0,8974.239915688946,2922,-0.7502930209305508,-0.312329187757455,0,-0.9064576148092783
412015016,227657280,14.80122184753418,607,0,8991.043654086156,2922,-1.001382869036193,0.1795642256941774,0,-0.9116007561891043
316003227,412000923,14.881624221801758,238,0,10928.16405128814,2922,-0.7201398219106767,-0.38942846886272653,0,-0.91485405634204
412322484,412422065,14.90871810913086,115,0,639.659987847334,2922,-0.6253669063055632,-0.5790927003816946,0,-0.9149132564964105
888810972,412444848,14.908845901489258,96,0,1174.86528979167,2922,-0.6249198957215757,-0.6083904272016977,0,-0.9291151093224246
412331693,412436406,14.921698570251465,34,0,701.3821042971528,2922,-0.5799619730320257,-0.7039935357722344,0,-0.9319587409181429
200010801,412349355,14.908814430236816,86,0,230.0761301227549,2922,-0.6250299804176324,-0.623810283422752,0,-0.9369351221290083
412431182,412444756,14.854769706726074,308,0,469.9030708102481,2922,-0.8140754266457839,-0.2814894753153464,0,-0.9548201643034571
412283766,412327406,14.875030517578123,216,0,428.3506130987957,2922,-0.7432042336844864,-0.423352152549046,0,-0.9548803099590094
413002668,431008269,14.841261863708496,335,0,1927.790453053801,2922,-0.86132511255324,-0.23985586351849977,0,-0.9812530443124898
440100368,412331807,14.912063598632812,6,0,858.950939315581,2922,-0.6136645695247558,-0.7471691331911865,0,-0.987249136120349
710903610,412322468,14.826847076416016,378,0,18765.45085051055,2922,-0.9117472392470553,-0.17355048176796625,0,-0.9985224801310384
412061037,412448746,14.896636962890623,36,0,211.04484225689,2922,-0.6676260859917919,-0.7009095645280236,0,-1.0180808682558036
227657280,412006566,14.842869758605955,246,0,10109.058394239131,2922,-0.8557007853547168,-0.3770925838858831,0,-1.0442470772976584
412427396,412082569,14.876785278320312,82,0,556.7373711594555,2922,-0.7370661779043531,-0.6299782259111737,0,-1.0520552908599399
412348429,250003659,14.826789855957031,277,0,9038.295703571925,2922,-0.9119473932398855,-0.32929102960061474,0,-1.0765929080401928
412482661,988005881,14.855239868164062,115,0,989.5325940375112,2922,-0.8124308280046955,-0.5790927003816946,0,-1.1019771781955428
412450027,200007910,14.873941421508787,20,0,916.4139523370304,2922,-0.7470138313480218,-0.7255813344817105,0,-1.109804498588877
100059863,912022008,14.846899032592772,46,0,946.5412964708588,2922,-0.8416066083595881,-0.6854897083069692,0,-1.1843514625130727
412469099,412324368,14.821513175964355,115,0,1787.2530950772675,2922,-0.9304049272787132,-0.5790927003816946,0,-1.2199512774695604
412435602,271062053,14.823202133178713,61,0,8280.984440678361,2922,-0.9244970485903347,-0.6623599239753878,0,-1.2556770105780286
