timestamp,edges,test_ratio,seeds,common_neighbors_roc_auc_mean,common_neighbors_roc_auc_std,common_neighbors_average_precision_mean,common_neighbors_average_precision_std,jaccard_roc_auc_mean,jaccard_roc_auc_std,jaccard_average_precision_mean,jaccard_average_precision_std,adamic_adar_roc_auc_mean,adamic_adar_roc_auc_std,adamic_adar_average_precision_mean,adamic_adar_average_precision_std
2026-02-17T13:02:41.333808Z,artifacts/edges_2012_2019_cap5000_rand30.parquet,0.3,1;2;3;4;5,0.9143538076606108,0.0168167364269729,0.9401788076546168,0.0117153053104887,0.9173889478725062,0.0152588655564637,0.9435664385934566,0.0076604694833323,0.9180809123239464,0.0160642609036787,0.94551320726838,0.0106540557972152
2026-02-17T13:02:36.856524Z,artifacts/edges_2012_2019_cap5000_even30.parquet,0.3,1;2;3;4;5,0.9136419865274462,0.0058160504106943,0.9387755658533264,0.0065045392703561,0.917171350010846,0.0055397593511143,0.9448036801234074,0.0038153288584819,0.9157889182676806,0.0056014259369635,0.9436869960715144,0.0052544602226464
