src,dst,overlap_days,days_within_km,mean_distance_km,src_days_active,dst_days_active,overlap_ratio_days,close_ratio_days,files_used
740336000,440755000,3,0,3103.211010630363,3,5,1.0,0.0,5
273431690,224559000,2,0,18023.054694291677,4,2,1.0,0.0,5
441142000,412690730,2,0,1973.344692592334,3,3,0.6666666666666666,0.0,5
740366000,440755000,4,0,3644.6091219718846,4,5,1.0,0.0,5
740338000,272178000,2,0,8268.747841351933,4,3,0.6666666666666666,0.0,5
224567000,273431690,2,0,18713.340819672238,2,4,1.0,0.0,5
440755000,740333000,3,0,956.813787528709,5,3,1.0,0.0,5
515303000,412420801,2,0,7300.327149144314,4,3,0.6666666666666666,0.0,5
515303000,412420801,2,0,7300.327149144314,4,3,0.6666666666666666,0.0,5
440755000,740372000,4,0,5391.0740925578375,5,4,1.0,0.0,5
224967000,725000285,2,0,5508.247879565355,4,2,1.0,0.0,5
224967000,725000285,2,0,5508.247879565355,4,2,1.0,0.0,5
412690730,725001900,0,0,,3,2,0.0,0.0,5
412420809,273431690,3,0,14647.47839115677,3,4,1.0,0.0,5
440755000,740356000,5,0,5773.976937532076,5,5,1.0,0.0,5
233659000,273341320,4,0,14073.366557644447,4,4,1.0,0.0,5
272208000,740344000,3,0,4821.892635700769,3,4,1.0,0.0,5
740358000,412217999,4,0,2614.0150172262456,4,4,1.0,0.0,5
740358000,412217999,4,0,2614.0150172262456,4,4,1.0,0.0,5
273431690,412420801,3,0,10508.949962675875,4,3,1.0,0.0,5
441142000,701000948,3,0,4194.801752168655,3,4,1.0,0.0,5
760000370,412690730,1,0,661.7406251093157,1,3,1.0,0.0,5
725001900,701000929,2,0,949.8857905188031,2,4,1.0,0.0,5
701000929,725001900,2,0,949.8857905188031,4,2,1.0,0.0,5
725001900,440684000,0,0,,2,2,0.0,0.0,5
725000285,440683000,0,0,,2,2,0.0,0.0,5
441767000,412420809,2,0,3644.7088208827445,2,3,1.0,0.0,5
412420809,441767000,2,0,3644.7088208827445,3,2,1.0,0.0,5
760000370,470100540,0,0,,1,1,0.0,0.0,5
432443000,441142000,1,0,11711.904548382068,1,3,1.0,0.0,5
515303000,412420574,1,0,89.29892787255045,4,2,0.5,0.0,5
760000370,440684000,1,0,4805.07732041712,1,2,1.0,0.0,5
440684000,760000370,1,0,4805.07732041712,2,1,1.0,0.0,5
740368000,272208000,3,0,5280.275731706906,4,3,1.0,0.0,5
258261000,440755000,4,0,6672.488080261235,4,5,1.0,0.0,5
441864000,272208000,3,0,1723.7964944622784,4,3,1.0,0.0,5
273341320,258261000,4,0,12147.60955437896,4,4,1.0,0.0,5
273341320,258261000,4,0,12147.60955437896,4,4,1.0,0.0,5
224526000,725000285,1,0,818.2320808941749,3,2,0.5,0.0,5
412420801,512003817,3,0,9338.278510656164,3,4,1.0,0.0,5
512003817,412420801,3,0,9338.278510656164,4,3,1.0,0.0,5
440684000,224967000,2,0,453.8267850116066,2,4,1.0,0.0,5
740368000,440863000,3,0,5295.220471267703,4,3,1.0,0.0,5
224967000,725001900,2,0,5493.351306813597,4,2,1.0,0.0,5
725000591,224491000,4,0,2688.9842863734534,5,4,1.0,0.0,5
224491000,725000591,4,0,2688.9842863734534,4,5,1.0,0.0,5
