mmsi,times_in_pairs,total_overlap_days,approx_lat,approx_lon
412461376,1,24,30.031933226866798,122.51907351036117
412413383,1,22,29.980196158008656,122.36211354617603
412420679,1,22,29.980196158008656,122.36211354617603
412427825,1,20,30.50028959273705,122.7691169046349
412435485,1,17,29.242818054960914,122.28390042039767
412437423,1,17,29.242818054960914,122.28390042039767
