heuristic,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
common_neighbors,0.9100238784738098,0.020779352740944,0.9395898440471042,0.014786539431240475
jaccard,0.9107520872495722,0.020880963267794594,0.9396890069389833,0.014448089456551183
adamic_adar,0.915697132889634,0.019847922911480353,0.9459561554721518,0.014011577828894006
