heuristic,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
common_neighbors,0.9079747328489898,0.017211982138571075,0.939259160195923,0.012082212925893041
jaccard,0.9087029416247523,0.017293768056078167,0.9396549697727075,0.011796913848702684
adamic_adar,0.9117286773131917,0.017150043010376623,0.9439381882013649,0.011790982118355163
