heuristic,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
common_neighbors,0.9143538076606108,0.016816736426972904,0.9401788076546168,0.011715305310488746
jaccard,0.9173889478725062,0.015258865556463797,0.9435664385934566,0.007660469483332322
adamic_adar,0.9180809123239463,0.016064260903678743,0.9455132072683801,0.010654055797215286
