src,dst,pair_count,max_score,mean_score
512236000,740359000,1,14.167512893676758,14.167512893676758
273345230,740336000,1,14.115796089172363,14.115796089172363
740336000,273345230,1,14.115796089172363,14.115796089172363
725000896,440899000,1,14.095907211303713,14.095907211303713
440528000,412439757,1,14.016369819641112,14.016369819641112
512411000,412331051,1,13.998729705810549,13.998729705810549
701068000,412280982,1,13.872200012207031,13.872200012207031
224506000,740372000,1,13.86245059967041,13.86245059967041
441309000,440108000,1,13.857820510864258,13.857820510864258
272208000,272204000,1,13.857020378112791,13.857020378112791
441053000,701000512,1,13.846688270568848,13.846688270568848
272364000,725004140,1,13.84131145477295,13.84131145477295
440899000,725002360,1,13.83811092376709,13.83811092376709
725002360,440899000,1,13.83811092376709,13.83811092376709
224506000,233659000,1,13.776554107666016,13.776554107666016
224559000,740359000,1,13.751221656799316,13.751221656799316
740344000,273431690,1,13.714947700500488,13.714947700500488
224897000,740333000,1,13.64792251586914,13.64792251586914
740368000,224559000,1,13.63971996307373,13.63971996307373
412331034,412439757,1,13.588623046875,13.588623046875
412420384,412439757,1,13.575998306274414,13.575998306274414
441565000,470100540,1,13.53260612487793,13.53260612487793
760000370,412331036,1,13.430068969726562,13.430068969726562
701000713,412280982,1,13.424617767333984,13.424617767333984
412206008,224888000,1,13.376239776611328,13.376239776611328
224897000,740337000,1,13.35508155822754,13.35508155822754
701006182,224491000,1,13.320897102355955,13.320897102355955
224571000,412420459,1,13.318426132202148,13.318426132202148
740372000,701006182,1,13.294288635253906,13.294288635253906
470100540,412371196,1,13.277180671691896,13.277180671691896
441053000,701000945,1,13.26778507232666,13.26778507232666
441142000,760000370,1,13.25087070465088,13.25087070465088
740354000,273345230,1,13.224235534667969,13.224235534667969
440684000,412371196,1,13.176549911499023,13.176549911499023
273354130,440683000,1,13.15204906463623,13.15204906463623
701000948,440683000,1,13.149114608764648,13.149114608764648
441309000,412439756,1,13.14582061767578,13.14582061767578
412331037,440108000,1,13.12588119506836,13.12588119506836
273345230,441864000,1,13.12204360961914,13.12204360961914
258261000,224506000,1,13.10814094543457,13.10814094543457
224897000,740336000,1,13.105838775634766,13.105838775634766
441142000,412420384,1,13.093812942504885,13.093812942504885
701006182,740354000,1,13.05730438232422,13.05730438232422
273354130,470100540,1,13.027111053466797,13.027111053466797
412331034,701000929,1,12.89471435546875,12.89471435546875
740399000,272221000,1,12.864904403686523,12.864904403686523
412331036,441565000,1,12.860106468200684,12.860106468200684
760000370,224820000,1,12.847171783447266,12.847171783447266
725002360,272323000,1,12.821691513061523,12.821691513061523
273354130,440684000,1,12.810827255249023,12.810827255249023
725015600,224506000,1,12.799165725708008,12.799165725708008
725002350,233659000,1,12.78473663330078,12.78473663330078
740356000,725002350,1,12.775814056396484,12.775814056396484
224897000,272178000,1,12.771331787109377,12.771331787109377
273345230,740358000,1,12.770167350769045,12.770167350769045
441142000,412371195,1,12.73398208618164,12.73398208618164
412331051,224004000,1,12.733922958374023,12.733922958374023
272204000,273431690,1,12.731681823730469,12.731681823730469
273431690,272204000,1,12.731681823730469,12.731681823730469
412420314,224967000,1,12.719474792480469,12.719474792480469
725015600,224004000,1,12.677753448486328,12.677753448486328
701000948,440528000,1,12.667473793029783,12.667473793029783
440755000,233659000,1,12.65619945526123,12.65619945526123
440755000,740335000,1,12.648590087890623,12.648590087890623
412329696,441309000,1,12.613079071044922,12.613079071044922
701006182,740358000,1,12.61074924468994,12.61074924468994
440528000,412439587,1,12.606945991516112,12.606945991516112
725002350,740336000,1,12.529586791992188,12.529586791992188
