src,dst,year_month,days_within_km,overlap_pairs,mean_lat_src,mean_lon_src,mean_lat_dst,mean_lon_dst,meet_lat,meet_lon
412461376,412427825,2018-09,0,0,,,,,,
412461376,412427825,2018-10,0,0,,,,,,
412461376,412427825,2018-11,0,0,,,,,,
412461376,412427825,2018-12,0,0,,,,,,
412461376,412427825,2019-01,0,0,,,,,,
412461376,412427825,2019-02,0,0,,,,,,
412461376,412427825,2019-03,0,0,,,,,,
412461376,412427825,2019-04,0,0,,,,,,
412461376,412427825,2019-05,0,0,,,,,,
412461376,412427825,2019-07,0,0,,,,,,
412461376,412427825,2019-08,0,0,,,,,,
412461376,412427825,2019-09,0,0,,,,,,
412461376,412427825,2019-10,0,0,,,,,,
412461376,412427825,2019-11,0,0,,,,,,
412461376,412427825,2019-12,0,0,,,,,,
412985698,412443375,2013-01,0,0,,,,,,
412985698,412443375,2013-02,0,0,,,,,,
412985698,412443375,2013-03,0,0,,,,,,
412985698,412443375,2013-04,0,0,,,,,,
412985698,412443375,2013-05,0,0,,,,,,
412985698,412443375,2013-06,0,0,,,,,,
412985698,412443375,2013-07,0,0,,,,,,
412985698,412443375,2013-08,0,0,,,,,,
412985698,412443375,2013-09,0,0,,,,,,
412985698,412443375,2013-10,0,0,,,,,,
412985698,412443375,2013-11,0,0,,,,,,
412985698,412443375,2013-12,0,0,,,,,,
412985698,412443375,2014-01,0,0,,,,,,
412985698,412443375,2014-02,0,0,,,,,,
412985698,412443375,2014-03,0,0,,,,,,
412985698,412443375,2014-04,0,0,,,,,,
412985698,412443375,2014-05,0,0,,,,,,
412985698,412443375,2014-06,0,0,,,,,,
412985698,412443375,2014-07,0,0,,,,,,
412985698,412443375,2014-08,0,0,,,,,,
412985698,412443375,2014-09,0,0,,,,,,
412985698,412443375,2014-10,4,7,28.18,121.5657142857143,28.21607142857143,121.62142857142858,28.198035714285716,121.59357142857144
412985698,412443375,2014-11,2,2,27.924999999999997,121.6625,27.815714285714286,121.64857142857144,27.87035714285714,121.65553571428572
412985698,412443375,2014-12,5,6,27.216296296296296,120.95166666666667,27.157354497354493,120.95452380952382,27.186825396825395,120.95309523809524
412985698,412443375,2015-01,1,1,28.587500000000002,121.65,28.433333333333334,121.53333333333335,28.510416666666668,121.59166666666667
412985698,412443375,2015-02,0,0,,,,,,
412985698,412443375,2015-03,0,0,,,,,,
412985698,412443375,2015-04,0,0,,,,,,
412985698,412443375,2015-05,1,1,28.133333333333333,121.74444444444445,28.092307692307692,121.5,28.112820512820512,121.62222222222223
412985698,412443375,2015-06,0,0,,,,,,
412985698,412443375,2015-07,0,0,,,,,,
412985698,412443375,2015-08,0,0,,,,,,
412985698,412443375,2015-09,0,0,,,,,,
412985698,412443375,2015-10,3,5,28.252000000000002,121.91600000000001,28.299333333333333,121.86533333333334,28.275666666666666,121.89066666666668
412985698,412443375,2015-11,1,2,28.160000000000004,122.12,28.203125,122.05625,28.181562500000002,122.088125
412985698,412443375,2015-12,0,0,,,,,,
412985698,412443375,2016-01,0,0,,,,,,
412985698,412443375,2016-02,0,0,,,,,,
412985698,412443375,2016-03,0,0,,,,,,
412985698,412443375,2016-04,0,0,,,,,,
412985698,412443375,2016-05,2,3,27.655555555555555,121.4888888888889,27.641666666666666,121.41904761904762,27.64861111111111,121.45396825396826
412985698,412443375,2016-06,0,0,,,,,,
412985698,412443375,2016-07,0,0,,,,,,
412985698,412443375,2016-08,0,0,,,,,,
412985698,412443375,2016-09,1,2,28.011764705882353,121.66470588235295,28.008333333333333,121.64444444444445,28.01004901960784,121.6545751633987
412985698,412443375,2016-10,11,15,28.040235215401882,121.7627484675818,28.060518518518517,121.75649470899471,28.0503768669602,121.75962158828825
412985698,412443375,2016-11,2,3,27.604040404040404,121.5040404040404,27.618333333333336,121.44388888888888,27.61118686868687,121.47396464646464
412985698,412443375,2016-12,0,0,,,,,,
412985698,412443375,2017-01,0,0,,,,,,
412985698,412443375,2017-02,0,0,,,,,,
412985698,412443375,2017-03,0,0,,,,,,
412985698,412443375,2017-04,0,0,,,,,,
412985698,412443375,2017-05,0,0,,,,,,
412985698,412443375,2017-07,0,0,,,,,,
412985698,412443375,2017-08,0,0,,,,,,
412985698,412443375,2017-09,0,0,,,,,,
412985698,412443375,2017-10,0,0,,,,,,
412985698,412443375,2017-11,0,0,,,,,,
412985698,412443375,2017-12,0,0,,,,,,
412985698,412443375,2018-01,0,0,,,,,,
412985698,412443375,2018-02,0,0,,,,,,
412985698,412443375,2018-03,0,0,,,,,,
412985698,412443375,2018-04,0,0,,,,,,
412985698,412443375,2018-05,0,0,,,,,,
412985698,412443375,2018-06,0,0,,,,,,
412985698,412443375,2018-07,0,0,,,,,,
412985698,412443375,2018-08,0,0,,,,,,
412985698,412443375,2018-09,0,0,,,,,,
412985698,412443375,2018-10,0,0,,,,,,
412985698,412443375,2018-11,0,0,,,,,,
412985698,412443375,2018-12,0,0,,,,,,
412985698,412443375,2019-01,0,0,,,,,,
412985698,412443375,2019-02,0,0,,,,,,
412985698,412443375,2019-03,0,0,,,,,,
412985698,412443375,2019-04,0,0,,,,,,
412985698,412443375,2019-05,0,0,,,,,,
412985698,412443375,2019-07,0,0,,,,,,
412985698,412443375,2019-08,0,0,,,,,,
412985698,412443375,2019-09,0,0,,,,,,
412985698,412443375,2019-10,0,0,,,,,,
412985698,412443375,2019-11,0,0,,,,,,
412985698,412443375,2019-12,0,0,,,,,,
