src,dst,score
257317000,316003227,15.982738494873047
813021762,412413289,15.931644439697266
412000690,412325200,15.918574333190918
251146940,224072680,15.90399169921875
412061791,412508302,15.808635711669922
224017870,412428302,15.798707962036133
412150903,237554000,15.759289741516113
271072219,412671880,15.6017427444458
273810110,800050093,15.550446510314941
271072320,251422540,15.525798797607422
412436875,412836422,15.49772834777832
412327536,316003779,15.486700057983398
205243000,412470145,15.418512344360352
224060150,412333102,15.409903526306152
412322715,257391020,15.366168022155762
412334569,412457054,15.278046607971191
431007759,440122430,15.270681381225586
250002378,412449921,15.268539428710938
922564322,412436139,15.259869575500488
205106000,258262000,15.2545804977417
413772167,200012142,15.251157760620117
412328726,251581340,15.241353988647461
200034921,440120830,15.224639892578125
235004768,900019302,15.209088325500488
412287252,431700348,15.197598457336426
412420857,412898896,15.197200775146484
900000104,413013474,15.194210052490234
998512016,257006500,15.189069747924805
543345420,412460258,15.187041282653809
412427363,412432384,15.182794570922852
224137980,412214311,15.182621955871582
800050719,900200966,15.158855438232422
440105310,238988810,15.152587890625
800051209,412160104,15.112689971923828
413670066,412329737,15.091354370117188
249000150,412322136,15.090287208557129
228219900,926002068,15.084868431091309
108301290,412438845,15.082548141479492
900403696,800043359,15.079933166503906
780678229,412322669,15.072501182556152
412330962,247054080,15.065017700195312
412477576,412366352,15.026439666748047
412365879,258095070,15.020526885986328
800021236,227320070,15.003894805908203
245159000,224186490,14.993240356445312
412326152,412567230,14.986297607421875
412436149,412201652,14.983316421508789
412324269,213432082,14.979647636413574
412436755,412427824,14.970954895019531
412437805,412327483,14.962259292602539
247071010,412331589,14.952287673950195
273896300,224177240,14.946782112121582
412480774,412214618,14.944596290588379
247071970,412441347,14.94450569152832
412322743,247143230,14.941540718078613
900361019,412033504,14.936227798461914
200005403,412341689,14.935640335083008
978925333,905108098,14.933841705322266
412364987,412472399,14.933136940002441
238598010,412331602,14.93212890625
412451244,412436469,14.928500175476074
412467837,412321053,14.922959327697754
412331693,412436406,14.921698570251465
227480000,247301090,14.912870407104492
440100368,412331807,14.912063598632812
888810972,412444848,14.908845901489258
200010801,412349355,14.908814430236816
412322484,412422065,14.90871810913086
15201,412322501,14.907232284545898
440152550,800049974,14.902054786682129
271072091,369519000,14.899520874023438
412061037,412448746,14.896636962890625
412428937,440027420,14.889228820800781
800036171,224005830,14.887773513793945
271073074,367133080,14.886993408203125
412410322,235103397,14.884960174560547
247301090,412432592,14.883111953735352
316003227,412000923,14.881624221801758
413000179,235065442,14.880895614624023
412427396,412082569,14.876785278320312
412283766,412327406,14.875030517578125
